gvkey,datadate,fyear,tic,cusip,conm,at,lt,seq,ceq,txditc,pstkrv,pstkl,pstk,sale,revt,cogs,xsga,xrd,capx,oancf,ib,dp
061028,2020-12-31,2020,CLMB,946760105,CLIMB GLOBAL SOLUTIONS INC,165.533,120.816,44.717,44.717,1.467,0.0,0.0,0.0,251.568,251.568,218.528,23.829,0.0,0.023,37.969,4.474,0.704
061030,2020-03-31,2019,DSWL,250639101,DESWELL INDUSTRIES INC,95.379,15.057,80.322,80.322,0.751,0.0,0.0,0.0,65.368,65.368,51.531,10.323,,0.507,13.121,-1.32,1.973
061034,2020-12-31,2020,TK,G8726T105,TEEKAY CORPORATION LTD,6945.912,4474.621,481.408,481.408,0.0,0.0,0.0,0.0,1810.545,1810.545,995.273,79.228,,26.507,984.017,-82.933,260.578
061054,2020-12-31,2020,AMNLQ,03823M100,APPLIED MINERALS INC,1.9,49.729,-47.829,-47.829,0.0,0.0,0.0,0.0,0.879,0.879,1.246,2.467,0.007,0.0,0.845,-3.288,0.0
061055,2020-12-31,2020,AUBN,050473107,AUBURN NATIONAL BANCORP,956.597,848.907,107.69,107.69,,0.0,0.0,0.0,33.287,33.287,4.956,13.827,,8.355,9.728,7.454,1.666
061067,2020-12-31,2020,CIB,40090E106,GRUPO CIBEST SA,72062.651,64135.004,7484.958,7484.958,,,,,6116.881,6116.881,3775.425,858.523,,431.457,3166.62,77.822,147.881
061077,2020-12-31,2020,GVP,36227K205,GSE SYSTEMS INC,39.19,28.685,10.505,10.505,0.0,0.0,0.0,0.0,57.62,57.62,42.496,15.782,0.686,0.013,1.118,-10.537,2.612
061122,2020-09-30,2020,DIT,02341Q205,AMCON DISTRIBUTING CO,188.001,123.21,64.791,64.791,1.806,0.0,0.0,0.0,1127.979,1127.979,1040.246,75.051,0.0,3.357,15.203,5.543,3.116
061129,2020-12-31,2020,RWT,758075402,REDWOOD TRUST INC,10355.066,9244.167,1110.899,1110.899,,0.0,0.0,0.0,572.953,572.953,121.379,,0.0,0.0,-505.467,-581.847,15.925
061140,2020-12-31,2020,WINT,97382D600,WINDTREE THERAPEUTICS INC,112.885,43.333,69.552,69.552,16.778,0.0,0.0,0.0,0.0,0.0,0.0,29.252,15.373,0.291,-25.315,-32.566,0.165
061153,2020-12-31,2020,EAF,384313607,GRAFTECH INTERNATIONAL LTD,1432.712,1762.097,-329.385,-329.385,43.428,0.0,0.0,0.0,1224.361,1224.361,500.901,71.888,3.975,36.075,563.646,434.374,62.963
061155,2020-12-31,2020,AAWW,049164205,ATLAS AIR WORLDWIDE HLDG INC,6029.188,3767.649,2261.539,2261.539,203.586,0.0,0.0,0.0,3211.116,3211.116,2277.067,216.384,,263.206,1009.542,360.286,211.1
061163,2020-12-31,2020,SHO,867892101,SUNSTONE HOTEL INVESTORS INC,2985.717,896.338,2048.644,1858.644,0.0,190.0,190.0,190.0,270.742,270.742,534.351,98.544,0.0,0.0,-116.705,-404.689,
061174,2020-07-31,2020,HBPCF,422910208,HELIX BIOPHARMA CORP,4.906,1.925,2.394,2.394,0.0,0.0,0.0,0.0,0.0,0.0,8.404,,5.868,0.016,-10.826,-8.372,0.212
061179,2020-12-31,2020,KFRC,493732101,KFORCE INC,479.049,299.114,179.935,179.935,0.0,0.0,0.0,0.0,1397.7,1397.7,1001.476,310.713,,6.475,109.159,56.039,5.255
061181,2020-12-31,2020,IART,457985208,INTEGRA LIFESCIENCES HOLDNGS,3615.136,2100.269,1514.867,1514.867,16.19,0.0,0.0,0.0,1371.868,1371.868,397.429,638.999,77.381,38.89,203.832,133.892,116.605
061188,2020-12-31,2020,SVC,81761L201,SERVICE PROPERTIES TRUST,8687.319,6584.529,2102.79,2102.79,20.532,0.0,0.0,0.0,1255.628,1255.628,1248.714,50.668,0.0,0.0,37.604,-311.382,0.0
061214,2020-12-31,2020,ASML,N07059210,ASML HOLDING NV,32867.742,16154.583,16713.159,16713.159,45.684,0.0,0.0,0.0,16849.488,16849.488,8285.341,3103.989,2652.814,1159.581,5578.044,4283.58,572.799
061224,2020-06-30,2020,FABP,30887A102,FARMERS BANCORP/IN,,,,,,,,,,,,,,,,,
061225,2020-12-31,2020,FETM,314645102,FENTURA FINANCIAL INC,1251.446,1135.578,115.868,115.868,,0.0,0.0,0.0,65.446,65.446,11.558,22.315,,2.193,16.414,15.464,4.711
061285,2020-12-31,2020,FGNX,30329Y403,FG NEXUS INC,55.499,28.433,27.066,27.066,3.099,0.0,0.0,0.0,21.5,21.5,15.04,11.435,0.3,0.545,6.868,-8.265,1.051
061302,2020-12-31,2020,ACGL,G0450A105,ARCH CAPITAL GROUP LTD,43282.297,29294.856,13105.886,12325.886,,780.0,780.0,780.0,8378.654,8378.654,6569.617,151.019,,39.872,2886.505,1405.521,
061321,2020-12-31,2020,SMSI,832154504,SMITH MICRO SOFTWARE INC,72.903,14.187,58.716,58.716,0.059,0.0,0.0,0.0,51.3,51.3,1.608,41.652,19.071,1.323,7.924,4.165,3.582
061325,2020-12-31,2020,MD,58502B106,PEDIATRIX MEDICAL GROUP INC,3347.948,2600.231,747.485,747.485,61.746,0.0,0.0,0.0,1711.951,1711.951,1284.63,248.947,0.0,28.788,204.62,-9.58,28.441
061356,2020-12-31,2020,NOVT,67000B104,NOVANTA INC,865.179,388.37,476.809,476.809,24.134,0.0,0.0,0.0,590.623,590.623,321.32,170.849,60.996,10.524,140.239,44.521,38.293
061380,2020-12-31,2020,ERIE,29530P102,ERIE INDEMNITY CO,2117.122,929.074,1188.048,1188.048,0.0,0.0,0.0,0.0,2536.489,2536.489,2177.137,,,55.528,342.595,293.304,21.195
061388,2020-12-31,2020,EG,G3223R108,EVEREST GROUP LTD,32788.357,23062.181,9726.176,9726.176,0.96,0.0,0.0,0.0,9492.561,9492.561,8976.442,,,0.0,2873.579,514.151,
061394,2020-06-30,2020,SRNN,842233108,SOUTHERN BANC CO INC,103.302,90.954,12.348,12.348,,0.0,0.0,0.0,5.771,5.771,1.162,2.615,,0.032,1.023,0.314,0.079
061399,2020-06-30,2020,MYGN,62855J104,MYRIAD GENETICS INC,1404.6,486.4,918.2,918.2,26.6,0.0,0.0,0.0,638.6,638.6,174.6,506.6,94.9,10.2,60.7,-199.5,72.0
061400,2020-08-31,2020,ZCOM,45320V109,IMPRESO INC,37.964,20.549,17.415,17.415,0.487,0.0,0.0,0.0,96.151,96.151,85.144,10.234,,,,-0.536,0.629
061406,2020-12-31,2020,RNR,G7496G103,RENAISSANCERE HOLDINGS LTD,30820.58,19872.013,7560.248,7035.248,,525.0,525.0,525.0,5127.349,5127.349,4077.979,,,0.0,1992.735,762.405,
061408,2020-12-31,2020,THG,410867105,HANOVER INSURANCE GROUP INC,13443.7,10241.5,3202.2,3202.2,97.3,0.0,0.0,0.0,4857.3,4857.3,4321.0,,,14.9,707.6,362.0,18.2
061409,2020-12-31,2020,DO,25271C201,DIAMOND OFFSHRE DRILLING INC,4948.453,2965.887,1982.566,1982.566,28.338,0.0,0.0,0.0,733.687,733.687,657.453,56.925,,189.528,8.379,-1254.904,320.085
061418,2020-09-30,2020,RICK,74934Q108,RCI HOSPITALITY HLDGS INC,360.933,208.626,152.721,152.721,20.39,0.0,0.0,0.0,132.327,132.327,58.505,51.692,0.0,5.736,15.632,-6.085,8.836
061420,2020-12-31,2020,POOL,73278L105,POOL CORP,1739.67,1100.2,639.47,639.47,27.653,0.0,0.0,0.0,3936.623,3936.623,2776.722,659.931,0.0,21.702,397.581,366.738,28.999
061440,2020-12-31,2020,KKPNY,780641205,KONINKLIJKE KPN NV,14561.063,11400.541,3159.317,3159.317,0.0,0.0,0.0,0.0,6392.162,6392.162,3569.147,,,1111.366,2461.398,676.222,1679.103
061449,2020-12-31,2020,GCV,36240B109,GABELLI CONV & INCOME SEC FD,,,,,,,,,,,,,,,,,
061452,2020-12-31,2020,BAP,G2519Y108,CREDICORP LTD,65891.361,58828.999,6923.651,6923.651,,0.0,0.0,0.0,4527.346,4527.346,2469.284,919.5,,27.233,3521.189,96.279,140.141
061483,2020-12-31,2020,DVA,23918K108,DAVITA INC,16988.516,14091.736,1383.566,1383.566,809.6,0.0,0.0,0.0,11550.604,11550.604,7988.613,1212.584,0.0,674.541,1979.028,783.295,630.435
061487,2020-12-31,2020,BANR,06652V208,BANNER CORP,15031.623,13365.359,1666.264,1666.264,,0.0,0.0,0.0,617.762,617.762,105.72,298.762,,12.803,125.386,115.928,25.862
061490,2020-12-31,2020,OPK,68375N103,OPKO HEALTH INC,2473.063,801.512,1671.551,1671.551,137.208,0.0,0.0,0.0,1419.213,1419.213,865.437,427.889,75.316,33.682,39.476,30.586,85.362
061494,2020-12-31,2020,HSIC,806407102,HENRY SCHEIN INC,7772.532,3460.448,3348.172,3348.172,30.065,0.0,0.0,0.0,10119.141,10119.141,7134.598,2246.947,0.0,48.829,598.91,402.808,170.2
061496,2020-12-31,2020,MLSS,59935P209,MILESTONE SCIENTIFIC INC,19.571,3.464,16.201,16.201,0.0,0.0,0.0,0.0,5.437,5.437,1.72,11.074,0.308,0.021,-6.985,-7.337,0.096
061519,2020-12-31,2020,MATV,808541106,MATIV HOLDINGS INC,1584.9,935.3,649.6,649.6,45.1,0.0,0.0,0.0,1074.4,1074.4,695.2,166.5,13.8,30.1,161.6,83.8,66.0
061548,2020-12-31,2020,TLK,715684106,PERUSAHAAN PERSEROAN,17411.951,8888.068,7229.179,7229.179,39.556,0.0,0.0,0.0,9621.936,9621.936,3834.968,704.606,,2084.276,4605.502,1466.89,2037.175
061562,2020-12-31,2020,AEIS,007973100,ADVANCED ENERGY INDS INC,1647.662,832.322,814.739,814.739,10.088,0.0,0.0,0.0,1415.826,1415.826,833.386,320.129,143.961,36.483,201.236,135.096,47.77
061567,2020-06-30,2020,EL,518439104,ESTEE LAUDER COMPANIES INC,17781.0,13819.0,3935.0,3935.0,0.0,0.0,0.0,0.0,14294.0,14294.0,2965.0,8734.0,228.0,623.0,2280.0,684.0,587.0
061574,2020-12-31,2020,WAT,941848103,WATERS CORP,2839.92,2607.776,232.144,232.144,,0.0,0.0,0.0,2365.365,2365.365,891.915,659.279,140.777,172.384,790.507,521.571,125.361
061581,2020-12-31,2020,SAM,100557107,BOSTON BEER INC  -CL A,1378.825,421.858,956.967,956.967,92.665,0.0,0.0,0.0,1739.732,1739.732,848.123,561.279,,139.996,253.407,191.96,65.657
061585,2020-12-31,2020,FFIC,343873105,FLUSHING FINANCIAL CORP,7976.394,7357.397,618.997,618.997,,0.0,0.0,0.0,275.37,275.37,92.257,86.362,,2.512,71.278,34.674,6.212
061586,2020-12-31,2020,IMPMQ,45254P508,IMPAC MORTGAGE HOLDINGS INC,2369.306,2353.655,15.651,15.63,0.0,0.021,0.021,0.021,110.816,110.816,80.158,,0.0,0.402,633.852,-88.15,0.722
061587,2020-12-31,2020,IVAC,461148108,INTEVAC INC,127.238,25.682,101.556,101.556,0.0,0.0,0.0,0.0,97.824,97.824,54.111,38.142,14.093,2.612,8.85,1.056,3.48
061591,2020-04-30,2019,NTAP,64110D104,NETAPP INC,7522.0,7280.0,242.0,242.0,10.0,0.0,0.0,0.0,5412.0,5412.0,1596.0,2692.0,847.0,124.0,1060.0,819.0,193.0
061616,2020-12-31,2020,E,26874R108,ENI SPA,132168.164,86974.627,45099.517,45099.517,6658.552,0.0,0.0,0.0,54166.431,54166.431,48398.659,,189.246,5312.136,5812.371,-10408.508,8804.139
061633,2020-12-31,2020,TVCCF,972753107,WINCHESTER EQUITY CORP,110.374,85.726,26.669,26.669,0.0,0.0,0.0,0.0,23.703,23.703,37.287,4.236,,3.347,-6.159,-19.022,4.899
061635,2020-12-31,2020,NWPX,667746101,NWPX INFRASTRUCTURE INC,373.015,103.389,269.626,269.626,12.481,0.0,0.0,0.0,285.907,285.907,221.97,22.33,,14.013,56.087,19.05,14.551
061646,2020-03-31,2019,WSTL,957541303,WESTELL TECH INC  -CL A,37.526,5.865,31.661,31.661,0.0,0.0,0.0,0.0,29.956,29.956,19.642,17.695,5.346,0.185,-2.272,-10.102,1.9
061655,2020-12-31,2020,NVAX,670002401,NOVAVAX INC,1582.479,955.27,627.209,627.209,0.0,0.0,0.0,0.0,475.598,475.598,638.871,,747.027,54.622,-42.541,-418.259,4.885
061673,2020-12-31,2020,AURX,67059V209,NUO THERAPEUTICS INC,0.161,0.665,-0.504,-0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378,0.0,0.0,-0.054,-0.091,0.0
061676,2020-12-31,2020,CTXS,177376100,CITRIX SYSTEMS INC,4890.347,4778.204,112.143,112.143,3.185,0.0,0.0,0.0,3236.7,3236.7,400.639,2087.472,538.08,41.438,935.809,504.446,100.706
061685,2020-09-30,2020,NUAN,67020Y100,NUANCE COMMUNICATIONS INC,3593.332,2449.399,1143.933,1143.933,70.116,0.0,0.0,0.0,1478.899,1478.899,573.357,655.911,226.234,61.297,254.564,28.782,116.479
061693,2020-12-31,2020,HTLF,42234Q102,HEARTLAND FINANCIAL USA INC,17908.339,15829.108,2079.231,1968.526,,110.705,110.705,110.705,656.903,656.903,111.949,241.736,,18.542,190.368,137.938,27.289
061709,2020-12-31,2020,SMID,832156103,SMITH-MIDLAND CORP,46.499,22.85,23.649,23.649,2.461,0.0,0.0,0.0,43.862,43.862,30.408,7.283,,2.627,7.487,2.665,2.412
061711,2020-12-31,2020,TGTX,88322Q108,TG THERAPEUTICS INC,625.642,106.292,519.35,519.35,0.0,0.0,0.0,0.0,0.152,0.152,273.588,,165.896,0.357,-214.507,-279.381,0.158
061712,2020-12-31,2020,BDRLQ,093698108,BLONDER TONGUE LABS INC,11.13,9.893,1.237,1.237,0.0,0.0,0.0,0.0,16.379,16.379,13.016,10.132,2.524,0.165,-3.212,-7.474,0.345
061732,2020-08-31,2020,MSM,553530106,MSC INDUSTRIAL DIRECT  -CL A,2382.43,1061.857,1314.945,1314.945,,0.0,0.0,0.0,3192.399,3192.399,1780.385,975.553,0.0,46.991,396.739,251.117,68.692
061735,2020-09-30,2020,SGU,85512C105,STAR GROUP LP,838.616,582.796,255.82,255.82,17.227,0.0,0.0,0.0,1467.458,1467.458,992.438,348.445,0.0,14.127,175.668,55.918,34.623
061739,2020-12-31,2020,HIG,416515104,HARTFORD INSURANCE GROUP INC,74111.0,55555.0,18556.0,18222.0,0.0,345.0,345.0,334.0,20315.0,20315.0,17579.0,,,114.0,3871.0,1737.0,433.0
061743,2020-12-31,2020,KWY,496904202,KINGSWAY CORP,452.474,433.811,4.506,-1.998,27.555,6.658,6.504,6.504,68.989,68.989,18.293,35.51,,0.213,1.672,-6.731,6.728
061750,2020-12-31,2020,NYMXF,P73398102,NYMOX PHARMACEUTICAL CORP,4.343,2.198,2.145,2.145,0.0,0.0,0.0,0.0,0.005,0.005,0.004,11.712,8.12,0.013,-10.037,-11.738,0.009
061759,2020-12-31,2020,CLB,21867A105,CORE LABORATORIES INC,568.579,493.006,71.513,71.513,20.585,0.0,0.0,0.0,487.267,487.267,375.367,45.333,,11.88,57.868,-97.213,20.867
061766,2020-06-30,2020,ASTC,046484309,ASTROTECH CORP,5.93,5.305,0.625,0.625,0.0,0.0,0.0,0.0,0.488,0.488,8.069,,3.437,0.0,-6.931,-8.311,0.533
061796,2020-12-31,2020,SOMC,84336P103,SOUTHERN MICH BANCORP INC,997.574,904.597,92.977,92.977,,0.0,0.0,0.0,40.196,40.196,7.741,17.279,,0.633,11.256,7.386,1.467
061811,2020-12-31,2020,SCCO,84265V105,SOUTHERN COPPER CORP,16946.5,9670.5,7224.8,7224.8,159.4,0.0,0.0,0.0,7984.9,7984.9,3902.2,158.8,,592.2,2783.6,1570.4,775.6
061814,2020-12-31,2020,BESIY,073320103,BE SEMICONDUCTOR INDUSTRIES,1098.536,651.064,447.472,447.472,15.477,0.0,0.0,0.0,522.683,522.683,199.654,122.233,39.663,5.113,195.298,159.442,23.271
061815,2020-12-31,2020,BYFC,111444709,BROADWAY FINANCIAL CORP/DE,483.378,434.493,48.885,48.885,,0.0,0.0,0.0,18.669,18.669,5.504,9.65,,0.415,-13.555,-0.642,0.121
061836,2020-12-31,2020,BTTC,G1156E102,BLACK TITAN CORP,8.087,4.555,3.532,3.532,0.0,0.0,0.0,0.0,4.838,4.838,11.897,,5.916,0.54,-17.203,-7.407,0.292
061870,2020-06-30,2020,OTEX,683715106,OPEN TEXT CORP,10234.822,6228.113,4005.39,4005.39,148.738,0.0,0.0,0.0,3109.736,3109.736,798.058,1192.987,370.411,72.709,954.536,234.225,514.734
061880,2020-06-30,2020,INBP,45811V105,INTEGRATED BIOPHARMA INC,22.944,16.877,6.067,6.067,0.0,0.0,0.0,0.0,52.769,52.769,45.73,3.468,,0.214,1.339,4.108,0.312
061888,2020-09-30,2020,CONC,206827404,CONECTISYS CORP,0.0,0.027,-0.027,-0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,,0.0,0.0,-0.006,0.0
061899,2020-12-31,2020,ACGN,00445F109,ACERAGEN INC,42.399,133.571,-91.172,-91.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.626,24.772,0.008,-33.772,-112.662,0.061
061902,2020-12-31,2020,NICE,653656108,NICE LTD,4232.917,1644.433,2563.91,2563.91,32.109,0.0,0.0,0.0,1648.016,1648.016,418.592,801.428,218.182,63.284,480.306,196.673,182.026
061955,2020-11-30,2020,AGFMF,001092105,AGF MANAGEMENT LTD  -CL B,1347.539,331.36,1016.179,1016.179,150.043,0.0,0.0,0.0,436.636,436.636,335.909,,,3.303,92.456,173.908,8.217
061971,2020-12-31,2020,ENGCQ,293306205,ENGLOBAL CORP,30.438,16.815,13.623,13.623,1.037,0.0,0.0,0.0,64.449,64.449,55.549,8.834,,0.428,-0.519,-0.625,0.449
061976,2020-12-31,2020,HRBR,41150R102,HARBOR DIVERSIFIED INC,350.453,220.728,129.725,116.525,6.2,13.2,13.2,13.2,185.949,185.949,154.998,,,8.749,73.178,39.763,28.487
061994,2020-09-30,2020,9352B,912396934,UNITED STATES POSTAL SERVICE,35904.0,116612.0,-80708.0,-80708.0,0.0,0.0,0.0,0.0,73133.0,73133.0,80203.0,,18.0,1810.0,4369.0,-9176.0,1706.0
062019,2020-12-31,2020,CDJM,14350V108,CARNEGIE DEV INC,0.001,0.397,-0.396,-0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,,0.0,-0.066,-0.074,0.0
062057,2020-12-31,2020,WYY,967590209,WIDEPOINT CORP,101.324,60.772,40.552,40.552,0.0,0.0,0.0,0.0,180.343,180.343,159.346,16.141,0.0,0.254,6.386,10.324,1.633
062072,2020-12-31,2020,APT,020772109,ALPHA PRO TECH LTD,68.802,8.782,60.02,60.02,0.211,0.0,0.0,0.0,102.7,102.7,52.218,18.171,,1.135,18.274,27.086,0.729
062123,2020-12-31,2020,PBHC,70319R109,PATHFINDER BANCORP INC,1227.443,1129.721,97.456,97.442,,0.014,0.014,0.014,48.992,48.992,15.571,16.481,,1.261,46.561,6.95,1.712
062139,2020-12-31,2020,PLBC,729273102,PLUMAS BANCORP,1111.576,1011.422,100.154,100.154,,0.0,0.0,0.0,47.869,47.869,4.403,16.644,,1.606,24.63,14.475,1.424
062168,2020-12-31,2020,IRIX,462684101,IRIDEX CORP,27.969,10.603,17.366,17.366,,0.0,0.0,0.0,36.347,36.347,20.301,22.125,3.282,0.097,-3.237,-6.329,0.504
062169,2020-05-31,2019,LFCR,514766104,LIFECORE BIOMEDL INC,541.313,310.269,231.044,231.044,13.588,0.0,0.0,0.0,590.366,590.366,500.078,72.741,11.099,26.686,-17.041,-38.191,18.3
062178,2020-12-31,2020,PAYD,69561N402,PAID INC,5.787,2.804,2.983,2.983,0.961,0.0,0.0,0.0,12.921,12.921,9.809,4.754,,0.0,1.1,-2.233,0.489
062209,2020-12-31,2020,EAWD,29279A100,ENERGY & WATER DEVLPMNT CORP,0.429,1.997,-1.568,-1.578,0.0,0.01,0.01,0.01,0.0,0.0,0.0,7.159,,0.0,-0.869,-7.593,0.0
062213,2020-06-30,2020,CTLP,138103106,CANTALOUPE INC,181.023,79.67,101.353,98.215,0.137,20.779,20.779,3.138,163.153,163.153,114.17,60.266,3.8,2.538,-14.139,-40.595,7.017
062217,2020-06-30,2020,LPTH,532257805,LIGHTPATH TECHNOLOGIES INC,47.575,13.008,34.567,34.567,0.0,0.0,0.0,0.0,34.968,34.968,18.831,10.675,1.714,2.443,3.733,0.867,3.424
062221,2020-03-31,2019,CMCO,199333105,COLUMBUS MCKINNON CORP,1093.272,629.687,463.585,463.585,18.213,0.0,0.0,0.0,809.162,809.162,506.179,177.908,11.31,9.432,106.795,59.672,29.126
062222,2020-12-31,2020,NSGP,18450P309,NEWSTREAM ENERGY TECH GR INC,0.008,23.524,-23.516,-23.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63,1.089,0.0,-0.874,-6.324,0.0
062243,2020-12-31,2020,UNTY,913290102,UNITY BANCORP INC,1958.914,1785.003,173.911,173.911,,0.0,0.0,0.0,91.861,91.861,21.48,28.273,,0.559,33.745,23.644,1.909
062262,2020-09-30,2020,FWDI,349932103,FORWARD INDUSTRIES INC,19.356,12.773,6.583,6.583,0.0,0.0,0.0,0.0,34.478,34.478,27.568,7.2,,0.068,-0.263,-1.775,0.272
062263,2020-12-31,2020,ALXN,015351109,ALEXION PHARMACEUTICALS INC,18103.0,6451.8,11651.2,11651.2,1632.2,0.0,0.0,0.0,6069.9,6069.9,470.4,2376.4,1002.9,106.7,3002.9,603.4,313.9
062266,2020-12-31,2020,CSGS,126349109,CSG SYSTEMS INTL INC,1332.0,909.605,422.395,422.395,5.109,0.0,0.0,0.0,990.533,990.533,500.265,308.114,122.847,29.397,173.02,58.711,47.958
062290,2020-12-31,2020,REVRQ,761525609,REVLON INC  -CL A,2527.7,4389.7,-1862.0,-1862.0,3.2,0.0,0.0,0.0,1908.5,1908.5,675.4,1042.2,29.3,10.3,-97.3,-619.0,143.3
062292,2020-12-31,2020,WOEN,29407T203,WOLF ENERGY SERVICES INC,0.986,1.667,-0.681,-0.681,0.0,0.0,0.0,0.0,0.08,0.08,0.003,1.061,0.003,0.008,-0.541,-1.031,0.045
062302,2020-12-31,2020,SGRP,784933103,SPAR GROUP INC,84.029,45.407,22.159,22.159,0.0,0.0,0.0,0.0,230.517,230.517,185.329,33.336,,1.6,8.801,3.367,2.13
062311,2020-12-31,2020,NSFDF,62948Q107,NXT ENERGY SOLUTIONS INC,24.009,3.26,20.749,20.749,0.0,0.0,0.0,0.0,0.137,0.137,1.09,3.692,,0.0,-3.453,-6.0,1.783
062315,2020-12-31,2020,MLGF,561046103,MALAGA FINANCIAL CORP,1312.294,1155.913,156.381,156.381,,0.0,0.0,0.0,49.094,49.094,10.833,8.212,,0.075,17.413,18.335,0.357
062337,2020-12-31,2020,IAG,450913108,IAMGOLD CORP,4154.3,1608.8,2458.2,2458.2,168.8,0.0,0.0,0.0,1241.7,1241.7,688.9,73.1,,317.6,347.6,38.5,258.4
062365,2020-12-31,2020,FNRN,335925103,FIRST NORTHN CMNTY BANCORP,1655.376,1504.719,150.657,150.657,,0.0,0.0,0.0,56.673,56.673,4.534,26.74,,0.862,12.59,12.161,0.943
062374,2020-12-31,2020,IRM,46284V101,IRON MOUNTAIN INC,14149.267,12952.733,1136.729,1136.729,198.377,0.0,0.0,0.0,4147.27,4147.27,1749.694,947.578,,438.263,987.657,342.693,652.069
062378,2020-12-31,2020,HUBG,443320106,HUB GROUP INC  -CL A,2105.396,947.473,1157.923,1157.923,162.325,0.0,0.0,0.0,3495.644,3495.644,2977.765,279.174,,115.306,174.954,73.559,123.679
062396,2020-07-31,2020,IDT,448947507,IDT CORP,404.75,333.611,74.772,74.772,0.0,0.0,0.0,0.0,1345.769,1345.769,1084.009,214.846,0.0,16.041,-29.591,21.43,20.406
062475,2020-12-31,2020,ABUS,03879J100,ARBUTUS BIOPHARMA CORP,137.08,35.114,101.966,-47.442,0.0,149.408,149.408,149.408,6.914,6.914,62.205,,47.481,0.229,-51.441,-63.745,1.978
062498,2020-12-31,2020,ELLO,M39927120,ELLOMAY CAPITAL LTD,554.685,403.98,149.743,149.743,9.409,0.0,0.0,0.0,11.626,11.626,5.968,9.646,0.0,154.796,-7.023,-5.577,3.586
062501,2020-09-30,2020,SPH,864482104,SUBURBAN PROPANE PRTNRS  -LP,2047.253,1684.872,362.381,362.381,0.0,0.0,0.0,0.0,1107.897,1107.897,779.909,65.927,0.0,32.498,209.354,60.758,116.791
062516,2020-12-31,2020,CENX,156431108,CENTURY ALUMINUM CO,1399.6,853.5,546.1,546.1,89.2,0.0,0.0,0.0,1605.1,1605.1,1558.6,43.5,,13.4,42.9,-123.3,83.0
062525,2020-12-31,2020,AIM,00901B303,AIM IMMUNOTECH INC,64.584,3.29,61.294,60.562,0.0,0.732,0.732,0.732,0.163,0.163,0.073,14.374,5.72,0.022,-10.368,-14.4,0.733
062527,2020-12-31,2020,AMFC,001984103,AMB FINANCIAL CORP,262.272,239.619,22.653,22.653,,0.0,0.0,0.0,13.965,13.965,2.531,5.224,,0.288,4.216,2.792,0.44
062545,2020-01-31,2019,AABVF,003069101,ABERDEEN INTERNATIONAL INC,30.298,1.627,28.671,28.671,0.0,0.0,0.0,0.0,0.456,0.456,1.885,,,0.0,-0.419,1.869,0.0
062549,2020-12-31,2020,KVHI,482738101,KVH INDUSTRIES INC,183.591,51.707,131.884,131.884,0.418,0.0,0.0,0.0,158.733,158.733,90.466,69.051,15.799,14.066,-3.079,-21.94,11.663
062553,2020-10-31,2020,OCC,683827208,OPTICAL CABLE CORP,36.558,21.298,15.26,15.26,,0.0,0.0,0.0,55.277,55.277,39.806,19.245,1.1,0.12,-3.553,-6.121,1.427
062575,2020-06-30,2020,FFDF,30243C107,FFD FINANCIAL CORP,522.286,478.474,43.812,43.812,,0.0,0.0,0.0,21.856,21.856,4.127,6.179,,1.512,5.197,6.967,0.664
062582,2020-09-30,2020,ALJJ,001627108,ALJ REGIONAL HOLDINGS INC,190.244,173.188,17.056,17.056,0.987,0.0,0.0,0.0,389.149,389.149,309.41,57.923,,9.55,12.903,-67.674,20.341
062592,2020-12-31,2020,PLX,74365A309,PROTALIX BIOTHERAPEUTICS INC,67.934,94.971,-27.037,-27.037,0.0,0.0,0.0,0.0,62.898,62.898,9.571,49.315,38.167,0.655,-26.106,-6.523,1.302
062618,2020-12-31,2020,CWCO,G23773107,CONSOLIDATED WATER CO INC,179.556,10.543,160.909,160.89,1.441,0.019,0.019,0.019,72.628,72.628,39.657,17.41,,1.728,17.335,8.614,7.227
062626,2020-06-30,2020,EPM,30049A107,EVOLUTION PETROLEUM CORP,92.138,18.014,74.124,74.124,11.061,0.0,0.0,0.0,29.599,29.599,13.505,5.26,,11.063,12.397,5.937,5.761
062640,2020-12-31,2020,LORL,543881106,LORAL SPACE & COMMUNICATIONS,254.469,44.936,209.533,209.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.713,,0.0,-10.907,93.093,0.004
062646,2020-12-31,2020,CWBC.1,204157101,COMMUNITY WEST BANCSHRS -OLD,975.435,886.428,89.007,89.007,,0.0,0.0,0.0,47.766,47.766,8.488,21.004,,0.338,15.843,8.245,0.821
062654,2020-12-31,2020,SASR,800363103,SANDY SPRING BANCORP INC,12798.429,11328.474,1469.955,1469.955,,0.0,0.0,0.0,526.276,526.276,146.07,168.078,,5.041,141.981,96.953,19.873
062666,2020-01-31,2019,STRM,86323X205,STREAMLINE HEALTH SOLUTIONS,31.651,15.646,16.005,16.005,0.0,0.0,0.0,0.0,20.743,20.743,5.331,13.366,3.555,0.052,-0.008,-2.863,2.149
